file	avg_base_quality
4.21.23.PLAPR19.R2__NA__NA__230502_WW__00X.trimmed.sorted.unfiltered.bam	22.8
4.26.23.PLAPR23.R2__NA__NA__230502_WW__00X.trimmed.sorted.unfiltered.bam	23.0
4.26.23.SBAPR18.R2__NA__NA__230502_WW__00X.trimmed.sorted.unfiltered.bam	22.8
4.26.23.SBAPR20.R1__NA__NA__230502_WW__00X.trimmed.sorted.unfiltered.bam	22.8
4.27.23.ENCAPR20.R2__NA__NA__230502_WW__00X.trimmed.sorted.unfiltered.bam	22.8
4.27.23.ENCAPR24.R1__NA__NA__230502_WW__00X.trimmed.sorted.unfiltered.bam	22.8
4.27.23.ENCAPR25.R1__NA__NA__230502_WW__00X.trimmed.sorted.unfiltered.bam	22.9
4.28.23.PLAPR25.R2__NA__NA__230502_WW__00X.trimmed.sorted.unfiltered.bam	22.9
4.28.23.PLAPR26.R1__NA__NA__230502_WW__00X.trimmed.sorted.unfiltered.bam	22.9
5.03.23.PLAPR30.R2__NA__NA__230505_WW__00X.trimmed.sorted.unfiltered.bam	23.3
5.03.23.PLMAY01.R1__NA__NA__230505_WW__00X.trimmed.sorted.unfiltered.bam	23.1
5.03.23.SBAPR26.R1__NA__NA__230505_WW__00X.trimmed.sorted.unfiltered.bam	23.3
5.03.23.SBAPR30.R2__NA__NA__230505_WW__00X.trimmed.sorted.unfiltered.bam	23.1
5.05.23.PLMAY02.R2__NA__NA__230505_WW__00X.trimmed.sorted.unfiltered.bam	23.2
5.05.23.PLMAY03.R2__NA__NA__230505_WW__00X.trimmed.sorted.unfiltered.bam	23.1
5.10.23.PLMAY07.R2__NA__NA__230512_WW__00X.trimmed.sorted.unfiltered.bam	22.8
5.10.23.PLMAY08.R1__NA__NA__230512_WW__00X.trimmed.sorted.unfiltered.bam	22.7
5.10.23.SBMAY02.R1__NA__NA__230512_WW__00X.trimmed.sorted.unfiltered.bam	22.8
5.10.23.SBMAY07.R2__NA__NA__230512_WW__00X.trimmed.sorted.unfiltered.bam	22.9
5.11.23.ENCMAY05.R2__NA__NA__230512_WW__00X.trimmed.sorted.unfiltered.bam	22.7
5.11.23.ENCMAY09.R2__NA__NA__230512_WW__00X.trimmed.sorted.unfiltered.bam	22.9
5.12.23.PLMAY09.R1__NA__NA__230512_WW__00X.trimmed.sorted.unfiltered.bam	22.8
5.12.23.PLMAY10.R1__NA__NA__230512_WW__00X.trimmed.sorted.unfiltered.bam	22.8
5.17.23.ENCMAY10.R2__NA__NA__230519_WW__00X.trimmed.sorted.unfiltered.bam	23.5
5.17.23.PLMAY14.R2__NA__NA__230519_WW__00X.trimmed.sorted.unfiltered.bam	23.4
5.17.23.PLMAY15.R1__NA__NA__230519_WW__00X.trimmed.sorted.unfiltered.bam	23.3
5.17.23.SBMAY09.R2__NA__NA__230519_WW__00X.trimmed.sorted.unfiltered.bam	23.5
5.17.23.SBMAY14.R1__NA__NA__230519_WW__00X.trimmed.sorted.unfiltered.bam	23.3
5.19.23.PLMAY16.R2__NA__NA__230519_WW__00X.trimmed.sorted.unfiltered.bam	23.3
5.19.23.PLMAY17.R1__NA__NA__230519_WW__00X.trimmed.sorted.unfiltered.bam	23.3
5_20_24_ENCMAY13_R1__E0000000__X00__240525_NextSeq_WW__001.trimmed.sorted.bam	32.9
5_20_24_ENCMAY13_R1__E0000000__X00__240604_SG_WW__001.trimmed.sorted.bam	37.8
5_20_24_ENCMAY14_R1__E0000000__X00__240525_NextSeq_WW__001.trimmed.sorted.bam	32.9
5_20_24_ENCMAY14_R1__E0000000__X00__240604_SG_WW__001.trimmed.sorted.bam	37.7
5_20_24_ENCMAY15_R1__E0000000__X00__240525_NextSeq_WW__001.trimmed.sorted.bam	32.9
5_20_24_ENCMAY15_R1__E0000000__X00__240604_SG_WW__001.trimmed.sorted.bam	37.7
5_20_24_PLMAY12_R1__E0000000__X00__240525_NextSeq_WW__001.trimmed.sorted.bam	32.9
5_20_24_PLMAY12_R1__E0000000__X00__240604_SG_WW__001.trimmed.sorted.bam	37.7
5_20_24_PLMAY13_R2__E0000000__X00__240525_NextSeq_WW__001.trimmed.sorted.bam	32.9
5_20_24_PLMAY13_R2__E0000000__X00__240604_SG_WW__001.trimmed.sorted.bam	37.6
5_20_24_PLMAY14_R1__E0000000__X00__240525_NextSeq_WW__001.trimmed.sorted.bam	32.9
5_20_24_PLMAY14_R1__E0000000__X00__240604_SG_WW__001.trimmed.sorted.bam	37.6
5_20_24_PLMAY15_R1__E0000000__X00__240525_NextSeq_WW__001.trimmed.sorted.bam	32.9
5_20_24_PLMAY15_R1__E0000000__X00__240604_SG_WW__001.trimmed.sorted.bam	37.8
5_20_24_SBMAY19_R1__E0000000__X00__240525_NextSeq_WW__001.trimmed.sorted.bam	32.9
5_20_24_SBMAY19_R1__E0000000__X00__240604_SG_WW__001.trimmed.sorted.bam	37.8
5.24.23.ENCMAY18.R1__NA__NA__230526_WW__00X.trimmed.sorted.unfiltered.bam	23.4
5.24.23.ENCMAY23.R1__NA__NA__230526_WW__00X.trimmed.sorted.unfiltered.bam	23.6
5.24.23.PLMAY21.R1__NA__NA__230526_WW__00X.trimmed.sorted.unfiltered.bam	23.2
5.24.23.PLMAY22.R1__NA__NA__230526_WW__00X.trimmed.sorted.unfiltered.bam	23.2
5.24.23.SBMAY18.R1__NA__NA__230526_WW__00X.trimmed.sorted.unfiltered.bam	23.2
5.24.23.SBMAY21.R1__NA__NA__230526_WW__00X.trimmed.sorted.unfiltered.bam	23.3
5.26.23.PLMAY23.R2__NA__NA__230526_WW__00X.trimmed.sorted.unfiltered.bam	23.4
5.26.23.PLMAY24.R1__NA__NA__230526_WW__00X.trimmed.sorted.unfiltered.bam	23.6
5.31.23.ENCMAY26.R2__NA__NA__230602_WW__00X.trimmed.sorted.unfiltered.bam	23.1
5.31.23.ENCMAY30.R1__NA__NA__230602_WW__00X.trimmed.sorted.unfiltered.bam	23.1
5.31.23.PLMAY28.R1__NA__NA__230602_WW__00X.trimmed.sorted.unfiltered.bam	23.1
5.31.23.PLMAY29.R2__NA__NA__230602_WW__00X.trimmed.sorted.unfiltered.bam	23.0
5.31.23.SBMAY25.R1__NA__NA__230602_WW__00X.trimmed.sorted.unfiltered.bam	23.0
5.31.23.SBMAY28.R1__NA__NA__230602_WW__00X.trimmed.sorted.unfiltered.bam	23.0
6.02.23.PLMAY30.R2__NA__NA__230602_WW__00X.trimmed.sorted.unfiltered.bam	23.0
6.02.23.PLMAY31.R1__NA__NA__230602_WW__00X.trimmed.sorted.unfiltered.bam	22.9
6.07.23.ENCJUN06.R2__NA__NA__230609_WW__00X.trimmed.sorted.unfiltered.bam	0.0
6.07.23.ENCMAY31.R2__NA__NA__230609_WW__00X.trimmed.sorted.unfiltered.bam	16.7
6.07.23.PLJUN04.R1__NA__NA__230609_WW__00X.trimmed.sorted.unfiltered.bam	18.5
6.07.23.PLJUN05.R2__NA__NA__230609_WW__00X.trimmed.sorted.unfiltered.bam	0.0
6.07.23.SBJUN04.R1__NA__NA__230609_WW__00X.trimmed.sorted.unfiltered.bam	19.3
6.07.23.SBMAY30.R2__NA__NA__230609_WW__00X.trimmed.sorted.unfiltered.bam	15.1
6.09.23.PLJUN06.R1__NA__NA__230609_WW__00X.trimmed.sorted.unfiltered.bam	17.5
6.09.23.PLJUN07.R2__NA__NA__230609_WW__00X.trimmed.sorted.unfiltered.bam	0.0
6.14.23.SBJUN11.R2__NA__NA__230714_WW__00X.trimmed.sorted.unfiltered.bam	18.8
6.21.23.ENCJUN15.R2__NA__NA__230714_WW__00X.trimmed.sorted.unfiltered.bam	19.0
6.21.23.ENCJUN16.R2__NA__NA__230714_WW__00X.trimmed.sorted.unfiltered.bam	18.7
6.21.23.PLJUN18.R1__NA__NA__230714_WW__00X.trimmed.sorted.unfiltered.bam	18.8
6.21.23.PLJUN19.R1__NA__NA__230714_WW__00X.trimmed.sorted.unfiltered.bam	18.9
6.23.23.PLJUN20.R1__NA__NA__230714_WW__00X.trimmed.sorted.unfiltered.bam	18.9
6.23.23.PLJUN21.R2__NA__NA__230714_WW__00X.trimmed.sorted.unfiltered.bam	19.1
6.23.23.SBJUN13.R2__NA__NA__230714_WW__00X.trimmed.sorted.unfiltered.bam	20.2
6.23.23.SBJUN15.R2__NA__NA__230905_WW__00X.trimmed.sorted.unfiltered.bam	24.0
6.28.23.ENCJUN21.R1__NA__NA__230905_WW__00X.trimmed.sorted.unfiltered.bam	24.0
6.28.23.ENCJUN22.R1__NA__NA__230905_WW__00X.trimmed.sorted.unfiltered.bam	24.0
6.28.23.PLJUN25.R2__NA__NA__230905_WW__00X.trimmed.sorted.unfiltered.bam	24.0
6.28.23.PLJUN26.R2__NA__NA__230905_WW__00X.trimmed.sorted.unfiltered.bam	24.1
6.30.23.PLJUN27.R2__NA__NA__230905_WW__00X.trimmed.sorted.unfiltered.bam	24.0
6.30.23.PLJUN28.R1__NA__NA__230905_WW__00X.trimmed.sorted.unfiltered.bam	24.0
7.07.23.ENCJUL06.R1__NA__NA__230905_WW__00X.trimmed.sorted.unfiltered.bam	24.1
7.07.23.ENCJUN28.R1__NA__NA__230905_WW__00X.trimmed.sorted.unfiltered.bam	24.1
7.07.23.PLJUL02.R1__NA__NA__230905_WW__00X.trimmed.sorted.unfiltered.bam	24.0
7.07.23.PLJUL03.R2__NA__NA__230905_WW__00X.trimmed.sorted.unfiltered.bam	24.1
7.07.23.SBJUL02.R2__NA__NA__230905_WW__00X.trimmed.sorted.unfiltered.bam	24.2
7.07.23.SBJUL04.R2__NA__NA__230905_WW__00X.trimmed.sorted.unfiltered.bam	24.0
7.07.23.SBJUN27.R1__NA__NA__230905_WW__00X.trimmed.sorted.unfiltered.bam	24.0
7.10.23.PLJUL04.R1__NA__NA__230905_WW__00X.trimmed.sorted.unfiltered.bam	24.1
7.10.23.PLJUL05.R1__NA__NA__230905_WW__00X.trimmed.sorted.unfiltered.bam	24.1
7.12.23.ENCJUL07.R2__NA__NA__230911_WW__00X.trimmed.sorted.unfiltered.bam	23.3
7.12.23.ENCJUL11.R1__NA__NA__230911_WW__00X.trimmed.sorted.unfiltered.bam	23.2
7.12.23.SBJUL06.R2__NA__NA__230911_WW__00X.trimmed.sorted.unfiltered.bam	23.3
7.12.23.SBJUL09.R2__NA__NA__230911_WW__00X.trimmed.sorted.unfiltered.bam	23.2
7.13.23.PLJUL09.R1__NA__NA__230911_WW__00X.trimmed.sorted.unfiltered.bam	23.3
7.13.23.PLJUL10.R1__NA__NA__230911_WW__00X.trimmed.sorted.unfiltered.bam	23.3
7.14.23.PLJUL11.R1__NA__NA__230911_WW__00X.trimmed.sorted.unfiltered.bam	23.2
7.14.23.PLJUL12.R1__NA__NA__230901_WW__00X.trimmed.sorted.unfiltered.bam	23.4
7.19.23.ENCJUL14.R1__NA__NA__230901_WW__00X.trimmed.sorted.unfiltered.bam	23.5
7.19.23.ENCJUL17.R1__NA__NA__230901_WW__00X.trimmed.sorted.unfiltered.bam	23.4
7.19.23.PLJUL16.R1__NA__NA__230901_WW__00X.trimmed.sorted.unfiltered.bam	23.5
7.19.23.PLJUL17.R1__NA__NA__230901_WW__00X.trimmed.sorted.unfiltered.bam	23.4
7.19.23.SBJUL13.R1__NA__NA__230901_WW__00X.trimmed.sorted.unfiltered.bam	23.5
7.19.23.SBJUL16.R2__NA__NA__230901_WW__00X.trimmed.sorted.unfiltered.bam	23.4
7.26.23.ENCJUL20.R1__NA__NA__230816_WW__00X.trimmed.sorted.unfiltered.bam	23.3
7.26.23.ENCJUL25.R2__NA__NA__230816_WW__00X.trimmed.sorted.unfiltered.bam	23.3
7.26.23.PLJUL18.R1__NA__NA__230816_WW__00X.trimmed.sorted.unfiltered.bam	23.4
7.26.23.PLJUL23.R2__NA__NA__230816_WW__00X.trimmed.sorted.unfiltered.bam	23.3
7.26.23.PLJUL24.R2__NA__NA__230816_WW__00X.trimmed.sorted.unfiltered.bam	23.3
7.26.23.SBJUL18.R2__NA__NA__230816_WW__00X.trimmed.sorted.unfiltered.bam	23.4
7.26.23.SBJUL23.R1__NA__NA__230816_WW__00X.trimmed.sorted.unfiltered.bam	23.2
7.28.23.PLJUL25.R2__NA__NA__230816_WW__00X.trimmed.sorted.unfiltered.bam	23.2
7.28.23.PLJUL26.R2__NA__NA__230816_WW__00X.trimmed.sorted.unfiltered.bam	23.1
8.09.23.PLAUG06.R2__NA__NA__230816_WW__00X.trimmed.sorted.unfiltered.bam	23.2
8.09.23.PLAUG07.R1__NA__NA__230816_WW__00X.trimmed.sorted.unfiltered.bam	23.3
8.09.23.SBAUG03.R1__NA__NA__230816_WW__00X.trimmed.sorted.unfiltered.bam	23.4
8.09.23.SBAUG08.R1__NA__NA__230816_WW__00X.trimmed.sorted.unfiltered.bam	23.3
8.11.23.ENCAUG03.R2__NA__NA__230816_WW__00X.trimmed.sorted.unfiltered.bam	25.2
8.11.23.ENCAUG03.R2.rerun__NA__NA__230926_WW__00X.trimmed.sorted.unfiltered.bam	23.7
8.11.23.ENCAUG04.R2__NA__NA__230816_WW__00X.trimmed.sorted.unfiltered.bam	25.4
8.11.23.ENCAUG04.R2.rerun__NA__NA__230926_WW__00X.trimmed.sorted.unfiltered.bam	23.9
8.11.23.PLAUG08.R1__NA__NA__230901_WW__00X.trimmed.sorted.unfiltered.bam	23.3
8.11.23.PLAUG09.R2__NA__NA__230816_WW__00X.trimmed.sorted.unfiltered.bam	22.2
8.11.23.PLAUG09.R2.rerun__NA__NA__230926_WW__00X.trimmed.sorted.unfiltered.bam	24.2
8.23.23.PLAUG20.R1.rerun__NA__NA__231023_WW__00X.trimmed.sorted.unfiltered.bam	22.5
8.23.23.PLAUG21.R1.rerun__NA__NA__231023_WW__00X.trimmed.sorted.unfiltered.bam	22.5
8.25.23.PLAUG22.R2.rerun__NA__NA__231023_WW__00X.trimmed.sorted.unfiltered.bam	22.6
8.25.23.PLAUG23.R1.rerun__NA__NA__231023_WW__00X.trimmed.sorted.unfiltered.bam	22.4
8.30.23.ENCAUG23.R1__NA__NA__230901_WW__00X.trimmed.sorted.unfiltered.bam	23.3
8.30.23.ENCAUG23.R2.rerun__NA__NA__230926_WW__00X.trimmed.sorted.unfiltered.bam	24.3
8.30.23.ENCAUG28.R2__NA__NA__230901_WW__00X.trimmed.sorted.unfiltered.bam	23.5
8.30.23.PLAUG27.R2__NA__NA__230901_WW__00X.trimmed.sorted.unfiltered.bam	23.5
8.30.23.PLAUG27.R2.rerun__NA__NA__231023_WW__00X.trimmed.sorted.unfiltered.bam	22.7
8.30.23.PLAUG28.R2__NA__NA__230901_WW__00X.trimmed.sorted.unfiltered.bam	23.3
8.30.23.SBAUG27.R1__NA__NA__230901_WW__00X.trimmed.sorted.unfiltered.bam	23.5
8.30.23.SBAUG29.R1__NA__NA__230901_WW__00X.trimmed.sorted.unfiltered.bam	23.5
9.01.23.PLAUG29.R1__NA__NA__230901_WW__00X.trimmed.sorted.unfiltered.bam	23.6
9.01.23.PLAUG30.R1__NA__NA__230901_WW__00X.trimmed.sorted.unfiltered.bam	23.5
9.05.23.PLJUL19.R1__NA__NA__230911_WW__00X.trimmed.sorted.unfiltered.bam	23.1
9.06.23.ENCAUG30.R1__NA__NA__230911_WW__00X.trimmed.sorted.unfiltered.bam	23.3
9.06.23.ENCSEP05.R1__NA__NA__230911_WW__00X.trimmed.sorted.unfiltered.bam	23.1
9.06.23.PLSEP03.R2__NA__NA__230911_WW__00X.trimmed.sorted.unfiltered.bam	23.2
9.06.23.PLSEP04.R2__NA__NA__230911_WW__00X.trimmed.sorted.unfiltered.bam	23.2
9.06.23.SBSEP03.R2__NA__NA__230911_WW__00X.trimmed.sorted.unfiltered.bam	23.3
9.06.23.SBSEP05.R2__NA__NA__230911_WW__00X.trimmed.sorted.unfiltered.bam	23.4
9.08.23.PLSEP05.R2__NA__NA__230911_WW__00X.trimmed.sorted.unfiltered.bam	23.3
9.08.23.PLSEP06.R1__NA__NA__230911_WW__00X.trimmed.sorted.unfiltered.bam	23.3
9.13.23.ENCSEP06.R2__NA__NA__230922_WW__00X.trimmed.sorted.unfiltered.bam	23.3
9.13.23.ENCSEP12.R1__NA__NA__230922_WW__00X.trimmed.sorted.unfiltered.bam	23.2
9.13.23.PLSEP10.R1__NA__NA__230922_WW__00X.trimmed.sorted.unfiltered.bam	23.3
9.13.23.PLSEP11.R2__NA__NA__230922_WW__00X.trimmed.sorted.unfiltered.bam	23.3
9.13.23.SBSEP07.R1__NA__NA__230922_WW__00X.trimmed.sorted.unfiltered.bam	23.2
9.13.23.SBSEP12.R2__NA__NA__230922_WW__00X.trimmed.sorted.unfiltered.bam	23.1
9.15.23.PLSEP12.R1__NA__NA__230922_WW__00X.trimmed.sorted.unfiltered.bam	23.3
9.15.23.PLSEP13.R2__NA__NA__230922_WW__00X.trimmed.sorted.unfiltered.bam	23.4
9.20.23.ENCSEP15.R1__NA__NA__230929_WW__00X.trimmed.sorted.unfiltered.bam	23.3
9.20.23.ENCSEP19.R1__NA__NA__230929_WW__00X.trimmed.sorted.unfiltered.bam	23.3
9.20.23.PLSEP17.R1__NA__NA__230929_WW__00X.trimmed.sorted.unfiltered.bam	23.5
9.20.23.PLSEP18.R1__NA__NA__230929_WW__00X.trimmed.sorted.unfiltered.bam	23.3
9.20.23.SBSEP14.R1__NA__NA__230929_WW__00X.trimmed.sorted.unfiltered.bam	25.8
9.20.23.SBSEP19.R2__NA__NA__230929_WW__00X.trimmed.sorted.unfiltered.bam	24.1
9.22.23.PLSEP19.R1__NA__NA__230929_WW__00X.trimmed.sorted.unfiltered.bam	23.3
9.22.23.PLSEP20.R1__NA__NA__230929_WW__00X.trimmed.sorted.unfiltered.bam	23.2
9.27.23.ENCSEP21.R2__NA__NA__230929_WW__00X.trimmed.sorted.unfiltered.bam	23.3
9.27.23.ENCSEP25.R2__NA__NA__230929_WW__00X.trimmed.sorted.unfiltered.bam	23.4
9.27.23.PLSEP24.R2__NA__NA__230929_WW__00X.trimmed.sorted.unfiltered.bam	23.4
9.27.23.PLSEP25.R1__NA__NA__230929_WW__00X.trimmed.sorted.unfiltered.bam	23.3
9.27.23.SBSEP21.R2__NA__NA__230929_WW__00X.trimmed.sorted.unfiltered.bam	23.4
9.27.23.SBSEP24.R2__NA__NA__230929_WW__00X.trimmed.sorted.unfiltered.bam	23.5
9.29.23.PLSEP26.R1__NA__NA__230929_WW__00X.trimmed.sorted.unfiltered.bam	23.5
9.29.23.PLSEP27.R1__NA__NA__230929_WW__00X.trimmed.sorted.unfiltered.bam	23.5
